course_campaign_name,campaign_agenda,campaign_category,digital_marketing_team,marketing_product,mobile,tablet,laptop,campaign_id,Illinois,California,Georgia,Arizona,Florida,West_Virginia,Texas,Massachusetts,Wisconsin,District_of_Columbia,Kentucky,Missouri,Mississippi,Alabama,Ohio,Michigan,Oklahoma,Virginia,New_York,Washington,Colorado,Pennsylvania,Indiana,North_Carolina,Minnesota,Tennessee,New_Jersey,Idaho,Nevada,Louisiana,New_Mexico,Maryland,South_Carolina,Oregon,Connecticut,Alaska,Iowa,Montana,Rhode_Island,Utah,Arkansas,Kansas,Nebraska,Hawaii,North_Dakota,New_Hampshire,Maine,South_Dakota
email_podcasting_45,register_to_course,new_course_added,ind_vtz_digex,podcasting,2,11,4,7787593113,"",2,1,1,"","",2,"","",1,1,"","","",1,"","","",1,1,"","","","","","",1,"",1,2,"","","",1,"","","","","","","",1,"","","","","",""
email_email_marketing_38,open_link,new_course_added,ind_vtz_digex,email_marketing,2,4,2,8944561400,"",2,"","","","",2,"","","","","","","","","","","","","","","",2,"",1,"","","","","","","","","","","",1,"","","","","","","","","","",""
email_email_marketing_118,register_to_course,new_course_added,ind_vtz_digex,email_marketing,2,5,4,2808037090,"",1,"",1,2,"",1,"","","","","","","","",1,"","","","","",1,"","","","","","",1,"",1,"",1,"","","","","","","","","",1,"","","","",""
email_podcasting_183,click_on_email,marketing,ind_bdq_digex,podcasting,3,8,1,3550559763,1,1,1,"",1,"","","","",1,"","","","","","","","",1,1,1,"","","","",1,"","","","","",1,"","","",2,"","","","","","","","","","","",""
email_podcasting_84,open_link,marketing,ind_vtz_digex,podcasting,8,7,"",5409880242,2,2,1,"",1,"",2,1,"",1,"","","",1,"",1,"","","","","","","",1,"","","","",1,"",1,"","","","","","","","","","","","","","","","",""
email_youtube_marketing_184,register_to_course,new_course_added,ind_pat_digex,youtube_marketing,6,5,5,2075086125,"",4,1,"","","",1,"","",1,"","","","",2,"","","","",1,"",1,1,"","","","","","","","","","","",1,"","","","",1,"","","","",1,1,"",""
email_podcasting_55,open_link,new_course_added,ind_vtz_digex,podcasting,4,3,1,6762797326,"",1,1,"","","",3,"","",1,"","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","",1,"","","","","",""
email_copywriting_72,register_to_course,marketing,ind_vtz_digex,copywriting,3,6,5,8173393206,"",2,1,"","","",1,"","",1,"","","",1,1,1,"",1,"","","","",1,1,"","",1,"","","","","","","","","",2,"","","","","","","","","","",""
email_google_analytics_145,click_on_email,marketing,ind_myq_digex,google_analytics,7,17,5,721004067,"",6,"",1,1,"",2,2,"",2,"",1,"","",2,"",1,1,1,"","",3,1,"",1,1,"","","","",1,1,"","",1,"","","","","","","","","","","","",""
email_marketing_strategy_137,open_link,marketing,ind_stv_digex,marketing_strategy,5,6,3,3741060100,"",3,"","",2,1,"","","","","","","",1,1,"","","",1,"","","","","",1,2,"","","","","",1,"","","","","","","","","","","","",1,"","",""
email_podcasting_23,click_on_email,marketing,ind_vtz_digex,podcasting,6,4,4,5515017668,"",2,"","",1,"",1,"",1,1,1,"","","","","","","","","",2,"","","","",1,"","","",2,"","","","","","","","","","",1,"","",1,"","","",""
email_podcasting_129,open_link,new_course_added,ind_vtz_digex,podcasting,4,7,2,4142670476,"",3,1,"","",1,"","","","",1,"","",1,"","","","",3,"","","","","",2,"","","","","","","","","","","","","","","","",1,"","","","","",""
email_google_analytics_46,click_on_email,marketing,ind_bdq_digex,google_analytics,2,5,5,4159621791,"",3,"","","","","",1,"","",1,1,"","",1,"","","",2,"","","","","",1,"","","",1,1,"","","","","","","","","","","","","","","","","",""
email_youtube_marketing_135,click_on_email,new_course_added,ind_bdq_digex,youtube_marketing,6,8,4,6843489001,"",3,"",1,2,"",3,"","","","",1,1,"",1,"","","","","","",1,"","","","","","","","","",1,"","","",1,2,"","","",1,"","","","","","",""
email_podcasting_103,click_on_email,marketing,ind_vtz_digex,podcasting,4,8,3,2998192769,"",2,1,"","","",1,"",2,"","",1,"",1,1,"","",1,1,"",1,"","","","","","","","","","","",1,"","","","","",1,"","",1,"","","","","",""
email_podcasting_130,open_link,marketing,ind_pat_digex,podcasting,4,5,2,4169865197,"",1,"","",1,"",3,"","","","",1,"","","",1,"","","",2,1,"","","","","","","","","","","","","","","","","","","","","","",1,"","","",""
email_youtube_marketing_108,click_on_email,marketing,ind_stv_digex,youtube_marketing,4,7,2,6337056787,"",1,"",1,1,"",3,"","","","","","","","","","",1,2,"","",1,"","","","","","","",1,"","","",1,"","","","","","","","","","",1,"","",""
email_youtube_marketing_6,open_link,marketing,ind_bdq_digex,youtube_marketing,5,6,8,7774774106,1,4,1,"",2,"",2,"","","",1,"","","","",1,"","",2,"","","","",1,"","","","",1,"","",1,"","","","",1,"","","","",1,"","","","","",""
email_google_analytics_71,click_on_email,new_course_added,ind_vtz_digex,google_analytics,6,5,11,856740411,"",2,"",1,2,"",3,"","",2,1,"","",1,"","","","",1,"",2,"","",1,1,2,"",1,"","",1,"","","","",1,"","","","","","","","","","","",""
email_copywriting_171,open_link,marketing,ind_vtz_digex,copywriting,8,11,4,2619116082,"",3,1,"",2,"",1,1,1,2,"","","","","",1,"","",1,"",1,2,"",1,"",1,"","","","","",2,"","",1,"","","","","",1,"",1,"","","","",""
email_podcasting_70,open_link,new_course_added,ind_vtz_digex,podcasting,3,8,3,3027148923,"",4,"","",1,1,3,"","","",1,"","","","",1,"","","","","","",1,"","","","","",1,"",1,"","","","","","","","","","","","","","","","",""
email_youtube_marketing_194,open_link,new_course_added,ind_bdq_digex,youtube_marketing,2,12,8,4893582380,"",2,1,"","","",5,"","",1,1,"","","",1,"","","",1,1,"","",1,"",2,2,"",2,1,"","","","","","","",1,"","","","","","","","","","",""
email_google_analytics_109,open_link,new_course_added,ind_vtz_digex,google_analytics,4,7,2,5086509858,"",1,1,"","","","",1,"",1,"","","","",2,"","","",1,1,1,"","",1,"","","","","","","","","",1,"","","","","",1,"","","","","",1,"",""
email_podcasting_113,click_on_email,marketing,ind_vtz_digex,podcasting,1,10,2,8679545988,"",1,1,"","","",1,1,"","","",1,"","",2,"","","",2,"","",1,"","",1,"","","",1,1,"","","","","","","","","","","","","","","","","",""
email_youtube_marketing_62,open_link,marketing,ind_vtz_digex,youtube_marketing,2,10,3,1598546066,"","","","","","",1,"","","","","","",2,"",1,1,"",1,1,"","",1,1,2,"","","","","",1,"","","","","",1,"","","","",2,"","","","","",""
email_podcasting_37,click_on_email,new_course_added,ind_bdq_digex,podcasting,4,11,7,6281651030,1,2,3,"",1,"",2,1,"","",1,1,"","",1,1,"","",2,"","",1,"",1,"","","","","",1,"",1,"",1,"","","","","","","",1,"","","","","",""
email_youtube_marketing_36,open_link,marketing,ind_bdq_digex,youtube_marketing,4,6,4,8254382123,"",4,1,"",1,"","","","",2,"",1,"",1,"","","",1,"","","","",1,"",1,"","","","","","","","","","","","","","","","",1,"","","","","",""
email_podcasting_139,open_link,marketing,ind_vtz_digex,podcasting,2,12,5,9430071890,1,3,"","",1,"",1,1,"","","","","",1,"",1,"",2,1,"",1,2,"","","",1,"","","",1,"","",1,"","","","","","",1,"","","","","","","",""
email_youtube_marketing_64,register_to_course,new_course_added,ind_vtz_digex,youtube_marketing,2,4,6,3065189461,"",2,1,"",2,"",1,"","","","","",1,"","","","",1,1,"",2,"","","","","","","","","","","","","","",1,"","","","","","","","","","","",""
email_email_marketing_12,click_on_email,marketing,ind_stv_digex,email_marketing,7,11,5,4484110113,1,3,"",1,1,"",3,"","",2,1,1,"","",2,1,"","",1,"","",4,1,"","",1,"","","","","","","","","","","","","","","","","","","","","",""
email_podcasting_176,open_link,new_course_added,ind_vtz_digex,podcasting,5,8,2,7556950514,"",3,"",2,2,"","","","","","","","","","","",2,1,1,"","",1,1,"","",1,"","","","","","","","","","","","","","","","","",1,"","","",""
email_google_analytics_15,open_link,marketing,ind_vtz_digex,google_analytics,2,11,6,8013820394,"",2,"",1,3,"",1,"","","","",1,"",1,"","","",1,"",1,"",3,1,"","","","","","",1,"","","","",1,"",1,"","","",1,"","","","","","",""
email_copywriting_92,click_on_email,marketing,ind_myq_digex,copywriting,6,9,5,8443998393,2,3,"","","","",3,"","",1,"","",1,"","","","","",4,"","",2,"","",1,1,"","","","","","","","",1,"","","","","","",1,"","","","","",""
email_podcasting_36,open_link,marketing,ind_vtz_digex,podcasting,1,11,4,1865105643,"",4,"",1,"","",2,"","","","",1,"","",3,"","","","","",1,"",1,1,"","","","","",1,"","","","","","","","","","",1,"","","","","","",""
email_podcasting_123,open_link,new_course_added,ind_stv_digex,podcasting,3,11,2,2268335631,"",3,1,1,1,"",1,2,2,"","","","",1,2,"","","","","","","","","","",1,"",1,"","","","","","","","","","","","","","","","","","","",""
email_youtube_marketing_123,register_to_course,new_course_added,ind_bdq_digex,youtube_marketing,3,12,2,2418599175,1,"",1,"",2,"",1,"",1,"","","","","","","","","",1,1,"","","","",1,2,"","","",1,"",1,1,"","","","","","",1,"",1,1,"","","","",""
email_podcasting_5,open_link,new_course_added,ind_vtz_digex,podcasting,4,7,9,3894168056,1,2,"",1,1,"",2,"","","","","",1,2,"",1,"","","","",1,1,1,"","",1,"","","",2,"",1,1,"","","","","","","","","","","","",1,"",""
email_podcasting_124,register_to_course,marketing,ind_vtz_digex,podcasting,3,6,3,5393881320,"","","","",1,"",2,"","","","","","",1,"",1,1,"",1,"","","","",1,1,1,"","","","","","","","","","",1,"",1,"","","","","","","","",""
email_podcasting_101,register_to_course,new_course_added,ind_vtz_digex,podcasting,7,7,2,6556898295,1,1,2,"",2,"","","","",2,"","","",2,"",1,"","","","",1,2,"","","",2,"","","","","","","","","","","","","","","","","","","","","",""
email_podcasting_167,register_to_course,marketing,ind_del_digex,podcasting,3,11,3,6897119199,2,4,"",1,"","",1,"","",2,"","","","","","",1,"",1,"","",1,"","","",1,"",1,"","","","","","","","",1,"","","","",1,"","","","","",""
email_podcasting_112,click_on_email,marketing,ind_vtz_digex,podcasting,"",6,5,7770960487,1,3,"","",1,"",1,"","","","","","","","","","","",2,"",1,"","","","","","","","","","","","","","","",1,"","","",1,"","","","","","",""
email_email_marketing_1,click_on_email,marketing,ind_vtz_digex,email_marketing,3,6,2,8436932102,1,2,"","",1,"",3,"","","","","","","",1,"","","","","",1,"","","","","","","","",1,"",1,"","","","","","","","","","","","","","","",""
email_podcasting_18,open_link,marketing,ind_vtz_digex,podcasting,3,5,2,1375100513,"",1,"",1,"","",1,"",1,"","","","","","","","","",1,1,"",1,"",1,"","","","",1,"","","","","","","",1,"","","","","","","","","","",""
email_podcasting_198,register_to_course,new_course_added,ind_stv_digex,podcasting,8,8,4,4652376596,"",1,"",1,1,"",2,1,"",2,1,"","","",1,"","","","",1,2,"",1,"",1,2,"","","","","","","","","","","","","",1,1,"","",1,"","","",""
email_podcasting_186,click_on_email,new_course_added,ind_stv_digex,podcasting,2,5,8,8658296644,"",1,1,"",2,"","","","","","","","",1,"","","","",1,1,"",1,"",1,2,1,"","","","","","","","","","",1,1,"","",1,"","","","","","",""
email_podcasting_36,register_to_course,new_course_added,ind_bdq_digex,podcasting,4,10,3,365847305,"",3,"","",2,"",2,"","","","","","","",3,"",1,"",2,"",1,"","","","","",1,"",1,"","","","","","","","","","",1,"","","","","","","",""
email_podcasting_189,open_link,new_course_added,ind_del_digex,podcasting,4,10,5,3425902679,1,2,1,"","","",3,2,"","","","","","",1,1,"",2,1,"","",3,1,"","","","","","","","","",1,"","","","","","","","","","","","","","",""
email_podcasting_156,click_on_email,marketing,ind_vtz_digex,podcasting,5,7,5,4338730552,"",4,1,"","","",3,"","",2,"","","","",2,1,"","","","","","","","","","","","","","","",1,1,"","","","","","","",1,"","","","","","",1
email_podcasting_184,open_link,new_course_added,ind_vtz_digex,podcasting,7,5,2,6016078883,1,"",2,1,"","",2,"","","","",1,1,"","","",1,"","","",1,"","","",1,1,"","","","","",1,"","","",1,"","","","","","","","","","","",""
email_podcasting_87,click_on_email,marketing,ind_vtz_digex,podcasting,3,8,4,7814542987,1,1,"","","",1,1,"","",2,"","","","",1,1,"","","","","","","",3,1,1,"","","","","","","","","","","","","","","",1,"","","","",1,""
email_youtube_marketing_98,open_link,marketing,ind_stv_digex,youtube_marketing,4,10,7,8683562360,"",2,"","",1,"",3,"","",2,"","","",1,"",1,1,"","","",2,3,"",1,"",1,"","","","","","","",1,1,"","","","","","","","","","","",1,""
email_podcasting_66,open_link,marketing,ind_bdq_digex,podcasting,3,5,4,1241773858,"",2,"","","","",2,"","","","","","","",1,1,"","",1,"","",1,1,"","",1,"","","","","","",1,"","","","","","",1,"","","","","","","",""
email_podcasting_64,open_link,new_course_added,ind_bdq_digex,podcasting,3,14,3,1450106447,1,1,"",1,3,1,1,1,"",1,"",1,"","","",1,"",1,1,1,"","",1,1,1,"","","",1,"","","","","","","",1,"","","","","","","","","","",""
email_youtube_marketing_90,open_link,marketing,ind_vtz_digex,youtube_marketing,5,7,2,1480479527,1,4,"","","","",2,"",1,"","","","",1,2,"","",1,"","","","",1,"","","","","","","",1,"","","","","","","","","","","","","","","","",""
email_copywriting_173,open_link,marketing,ind_ixc_digex,copywriting,4,4,5,6537871166,"",1,"","",1,"",2,"","","","",1,"","",1,1,"",1,"","","",1,"","",1,"","","","","","","","","","",1,"","","","","",1,"","","",1,"",""
email_youtube_marketing_24,register_to_course,marketing,ind_vtz_digex,youtube_marketing,4,8,5,7816004478,1,2,"","",1,"",3,1,"",3,"","",1,1,2,"","","","",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
email_youtube_marketing_38,click_on_email,new_course_added,ind_vtz_digex,youtube_marketing,3,5,5,7864112897,1,"","","",1,"",3,"","",1,"","","","","","","",1,"",1,1,"","","","","","","","",1,"","","","",1,"","","","",2,"","","","","","","",""
email_podcasting_168,register_to_course,marketing,ind_vtz_digex,podcasting,3,7,8,9719145056,"",5,2,"",1,"",1,"","","","","","","",1,1,"",2,"",2,"",1,"",1,1,"","","","","","","","","","","","","","","","","","","","","","",""
email_digital_marketing_50,open_link,marketing,ind_stv_digex,digital_marketing,3,7,1,9804313863,"",1,"","","","",1,"","","","","","","",1,"","","",2,"",1,2,1,"",1,"",1,"","","","","","","","","","","","","","","","","","","","",""
email_podcasting_88,open_link,new_course_added,ind_bdq_digex,podcasting,5,11,3,35686200,"",3,"",1,3,"",1,1,"","","",1,1,1,"","","","","",1,3,"","","",1,"","","",1,"","","","","","","",1,"","","","","","","","","","",""
email_youtube_marketing_68,click_on_email,marketing,ind_bdq_digex,youtube_marketing,2,11,8,249273497,"",3,3,"",2,"",1,"","",1,"",1,"","","",1,"","",1,1,"",2,1,1,"","","","","","","",1,"","","","","","","","","","",1,1,"","","",""
email_podcasting_89,register_to_course,marketing,ind_vtz_digex,podcasting,4,4,5,597181764,2,2,"","","",1,1,"",1,"","",1,"","","",1,"","",1,1,"","","","","",1,"","",1,"","","","","","","","","","","","","","","","","","",""
email_internet_marketing_1,open_link,new_course_added,ind_bdq_digex,internet_marketing,4,9,1,1873434235,"","",1,"","","","",1,"",2,1,1,"","",1,"",1,2,1,"","","","","","",1,"","",1,"","","","",1,"","","","","","","","","","","","","",""
email_podcasting_24,open_link,new_course_added,ind_vtz_digex,podcasting,"",12,4,8818924745,"",4,1,2,"","",1,"",1,1,"","","","",1,"","","","","","","","",2,"","","","","","",1,"","",1,"","","","","","",1,"","","","","","",""
email_podcasting_170,click_on_email,marketing,ind_myq_digex,podcasting,5,9,8,107425432,1,5,1,1,"","",3,"","",1,"","","",2,"","","","",1,1,"","",1,"","","","",1,"","","","","",1,"","",1,"","","",1,"",1,"","","","",""
email_podcasting_177,click_on_email,marketing,ind_vtz_digex,podcasting,8,6,2,113942117,1,"",1,"",1,1,1,"",1,2,"",3,"",1,"","","","","","",1,"","","","","","","",1,"","","","","","","","","","",2,"","","","","","","",""
email_youtube_marketing_52,click_on_email,new_course_added,ind_bdq_digex,youtube_marketing,7,13,9,1841623849,"",5,"","","","",4,1,1,2,"",1,"","",1,1,"",1,"",2,"",1,"",1,"",1,"",1,"","",1,"","",1,"","",2,"","",2,"","","","","","","",""
email_podcasting_116,register_to_course,marketing,ind_stv_digex,podcasting,7,10,4,3060504261,"",4,"","",1,"","",3,"",1,1,"",1,1,1,"",1,2,"","",1,1,"","",1,1,"","","",1,"","","","","","","","","","","","","","","","","",""
email_copywriting_3,register_to_course,new_course_added,ind_pat_digex,copywriting,"",9,6,5036424557,1,2,"","","","",3,"","","","","","",1,"","","",1,1,3,"","",1,1,"","","","","","","","","","","","","","","","","","","",1,"","","",""
email_youtube_marketing_58,open_link,new_course_added,ind_vtz_digex,youtube_marketing,5,9,5,5490139471,2,2,2,"",1,"",3,"","",1,"",1,"","","","",1,"",2,"","",2,"","","","","","","","","","","","","","",1,"","","",1,"","","","","","",""
email_internet_marketing_165,open_link,new_course_added,ind_vtz_digex,internet_marketing,2,7,5,6025408289,1,3,1,2,1,"",2,"","","","","","",1,"","","","","","","","",1,"","","","","","","",1,"","","","","","","","","",1,"","","","","","",""
email_email_marketing_47,register_to_course,marketing,ind_stv_digex,email_marketing,4,7,4,6095966981,1,4,1,"",1,"","",1,"","","",1,"","",1,"","","","","",1,1,1,"","",1,"","","","","","","","",1,"","","","","","","","","","","","",""
email_youtube_marketing_175,register_to_course,new_course_added,ind_ccu_digex,youtube_marketing,3,10,8,7748422818,1,4,"","",1,1,4,"","","","","","","",2,"","",1,2,"","",2,"",1,"","","","","",1,"","","","",1,"","","","","","","","","","","","",""
email_internet_marketing_79,click_on_email,new_course_added,ind_pat_digex,internet_marketing,2,6,3,8766995906,"",1,"",1,"","","","","",1,"","","","",1,"","","","","",1,"","","",1,"",1,"",1,"","","",1,"","","",1,1,"","","","","","","","","",""
email_podcasting_87,click_on_email,new_course_added,ind_vtz_digex,podcasting,5,7,2,669961124,"",2,3,"",1,"",1,"","",1,"","","","",1,"","","","","",1,"","",1,1,1,"","","","","","","","","","",1,"","","","","","","","","","",""
email_youtube_marketing_165,register_to_course,marketing,ind_stv_digex,youtube_marketing,3,8,3,1089508123,"",2,"","","","",1,"","","","","","","","","","","","","","",1,2,"",1,2,"","","",1,1,"","","","","",1,"",1,"","","",1,"","","","",""
email_google_analytics_90,click_on_email,marketing,ind_vtz_digex,google_analytics,3,4,1,5856148517,1,1,1,1,"",2,"","","","","","","","","","","",1,"","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","",""
email_youtube_marketing_164,register_to_course,new_course_added,ind_vtz_digex,youtube_marketing,5,12,2,7484491772,"",4,2,"","",1,2,1,"",1,"","","","","",1,"","",1,"",1,2,"","","","","",1,"",1,"","","","","","","","","","","","","","","",1,"",""
email_podcasting_10,register_to_course,new_course_added,ind_bdq_digex,podcasting,3,9,2,7899174082,1,"","","",4,"","","","",3,"","","","",1,"","",1,1,1,1,"","","","","","","","",1,"","","","","","","","","","","","","","","","","",""
email_internet_marketing_34,register_to_course,marketing,ind_vtz_digex,internet_marketing,1,4,4,3203295954,"",1,"","",1,"",2,1,"","","","","",1,"","","",1,1,"","","","","","","","","","","","","","","","","","","","",1,"","","","","","","",""
email_podcasting_63,open_link,marketing,ind_ccu_digex,podcasting,2,9,4,6487388211,"",4,1,"",2,"",1,1,"","","","",1,"","",1,"",1,"",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","",""
email_podcasting_75,open_link,marketing,ind_vtz_digex,podcasting,7,10,4,9063274084,1,2,"","","","",2,"","",1,1,2,"",1,"","","","",2,"",2,"","","","",1,"","","","","",1,"","",1,"",1,"","",1,"","",1,"","",1,"",""
email_podcasting_136,register_to_course,new_course_added,ind_vtz_digex,podcasting,6,10,4,601734068,3,2,2,"","","",2,1,"","","","","","",1,"",1,"",3,1,"",1,"","","","",1,"","",1,"","","","","","","","","",1,"","","","","","","",""
email_podcasting_51,click_on_email,marketing,ind_bdq_digex,podcasting,6,13,1,2626381896,"",3,"",1,2,"",2,1,"",1,"","",1,1,1,"","",1,1,"","",1,"",1,1,"","","","","","",1,1,"","","","","","","","","","","","","","",""
email_internet_marketing_113,click_on_email,new_course_added,ind_bdq_digex,internet_marketing,5,10,3,4667951028,3,"",1,"",1,"",4,"","","","","",1,1,1,"","","",1,2,1,"","","","","","","",1,"","","","","","","",1,"","","","","","","","","","",""
email_podcasting_141,open_link,marketing,ind_ded_digex,podcasting,5,7,4,5702438523,1,1,"","","","","",1,1,1,"","","","","","",1,"",1,"","","","","",1,1,"","",1,"","","",1,"","","",1,"","","",1,2,"",1,"","","",""
email_email_marketing_41,open_link,new_course_added,ind_bdq_digex,email_marketing,4,6,4,6343814221,"",1,"","",2,"",2,"","","","","","","","","","","",2,1,"",1,"","",1,1,"","",1,"","","",2,"","","","","","","","","","","","","","",""
email_copywriting_56,register_to_course,marketing,ind_vtz_digex,copywriting,4,8,3,8303840452,1,1,"",1,2,"",1,1,"","",1,"","","","","","",2,"",1,"","","","","","","","","",2,"","","",1,"",1,"","","","","","","","","","","",""
email_youtube_marketing_164,register_to_course,new_course_added,ind_vtz_digex,youtube_marketing,7,13,3,1928584675,1,6,1,"",3,"","","","","","",1,"","",3,"",1,1,1,"","",1,1,"","",1,"","","","","","","","",1,"",1,"","","","","","","","","","",""
email_email_marketing_60,open_link,marketing,ind_bdq_digex,email_marketing,6,10,7,7320942526,"",4,2,1,3,"",1,"","","","",1,"","","","","","",1,"","",3,4,1,"","","","","",1,"","","","","","","","","","","",1,"","","","","",""
email_google_analytics_166,open_link,new_course_added,ind_vtz_digex,google_analytics,3,14,7,9038262361,1,1,1,"",3,"",6,1,1,1,"","",1,"",1,"","","",2,"",1,1,"","",1,"","","",1,"","","","","","","","","","","","","","","","","",1,""
email_podcasting_186,register_to_course,new_course_added,ind_bdq_digex,podcasting,3,9,3,545825229,1,2,2,"",2,"","","","",1,"","","","",1,"","","",2,1,"","",1,"","",1,"","","","","","","","","","","","","","","","","",1,"","","",""
email_podcasting_185,register_to_course,new_course_added,ind_vtz_digex,podcasting,"",5,2,7053322858,"",2,"","","","","","","","","",1,"","","",1,"","","","","","",1,"","",1,"","","",1,"","","","","","","","","","","","","","","","","",""
email_podcasting_109,click_on_email,marketing,ind_vtz_digex,podcasting,10,9,4,7124083753,1,2,1,"",1,"",2,"",1,"",2,"","","","","","","","",1,1,2,"",1,"",1,"",1,"","","","","","",1,"","","","","",1,1,1,"",2,"","",""
email_podcasting_161,open_link,new_course_added,ind_stv_digex,podcasting,5,10,6,9464625287,1,3,"",2,4,"","","","",1,"","","",1,"","","","","","",1,2,1,"","","","","","",2,1,"","","","","",1,"","","","","","",1,"","","",""
email_email_marketing_34,click_on_email,marketing,ind_vtz_digex,email_marketing,5,8,3,2200854331,1,1,2,1,2,"","","","","",1,"","","","",1,"",1,"","","","","","","",1,"","","",1,"",1,1,"","","",1,"","","","","",1,"","","","",""
email_youtube_marketing_68,open_link,marketing,ind_stv_digex,youtube_marketing,5,4,3,8701983261,"",3,"","",1,1,2,"","","",1,"","","","","","","","","","",1,"","","","","","","","","","","","","",1,"","","","",1,"","","","","","",1
email_youtube_marketing_27,open_link,new_course_added,ind_bdq_digex,youtube_marketing,5,9,5,9483285208,1,5,"","","","",3,"","",1,1,"","","","","","",1,1,"","","",1,"","",2,"","","","","",1,"","","","","","","",1,"","",1,"","","","",""
email_youtube_marketing_38,open_link,marketing,ind_vtz_digex,youtube_marketing,5,4,5,3524141668,"","","","",1,"",3,"",1,"","","","","",1,"","","","","","",1,1,"","","","",1,1,"","","","","",1,"","","","","","",2,"",1,"","","",""
email_podcasting_64,click_on_email,new_course_added,ind_vtz_digex,podcasting,6,13,4,5683190452,1,2,2,"",4,"","","","","","","","","",1,1,"","",2,1,1,1,"","",2,2,"","",1,"","","",1,"","","","","","","","","",1,"","","","",""
email_youtube_marketing_88,open_link,new_course_added,ind_ccu_digex,youtube_marketing,6,3,4,7580884925,"",2,"",1,1,"","","",1,"","",1,"","",1,1,"","","","","",1,"","","",2,"","","","","",1,"","","","","","","","","","","",1,"","","",""
email_podcasting_94,click_on_email,new_course_added,ind_stv_digex,podcasting,2,5,4,668854707,"",2,1,"",2,"","","",1,"",1,"","",1,1,1,"","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","",""
email_podcasting_67,register_to_course,marketing,ind_stv_digex,podcasting,6,5,2,3175083560,"","",1,"",2,"","",1,"",1,"","","","","","","","",2,"",1,1,"","","",1,"","","","",1,1,"","","","",1,"","","","","","","","","","",""
email_youtube_marketing_31,open_link,new_course_added,ind_myq_digex,youtube_marketing,6,4,6,9576204801,"",1,1,2,1,1,2,"","",1,"","","","",2,"","",1,"","","","","","",1,1,"","","","",1,1,"","","","","","","","","","","","","","","",""
email_youtube_marketing_107,open_link,marketing,ind_vtz_digex,youtube_marketing,6,15,2,9985282302,"",5,"",1,1,"",1,"",1,2,"","","","",1,"",1,"",1,"",3,1,"","","","","","","",2,"","",1,"",1,"","","","","","","",1,"","","","",""
email_email_marketing_62,open_link,marketing,ind_stv_digex,email_marketing,5,6,5,258413166,"",3,1,"",1,"",4,1,"","","",1,"","","","","","",1,"","","","","",1,"","","","",1,"","","","","","","","","",2,"","","","","","","",""
email_podcasting_186,open_link,marketing,ind_pat_digex,podcasting,8,7,6,2108807756,2,1,1,1,3,"",2,1,"",2,"","","","",1,"","","",1,1,"","","","",1,1,"","","",2,"","","","","","","","","","","",1,"","","","","",""
email_podcasting_111,open_link,new_course_added,ind_vtz_digex,podcasting,2,5,3,4556032776,"","","","",1,"",2,"","","",1,"","","","","",1,"",1,"","",1,"","",1,"","",1,"","","",1,"","","","","","","","","","","","","","","",""
email_podcasting_21,register_to_course,marketing,ind_stv_digex,podcasting,7,7,1,7279470157,1,3,"","",1,"",1,1,"","",1,1,"","",1,"","","","","","",1,"",1,"","","","","","","","",1,"","","",1,"","","","","",1,"","","","",""
email_podcasting_132,register_to_course,new_course_added,ind_bdq_digex,podcasting,4,6,2,7830889821,"","",2,"","","",1,2,"","","","","","","","",1,"",1,1,"",2,"","",1,1,"","","","","","","","","","","","","","","","","","","","","",""
email_email_marketing_175,register_to_course,new_course_added,ind_stv_digex,email_marketing,2,12,4,9058168999,"",3,1,1,"",1,2,1,"","","","",1,"",1,"","","",1,1,"",1,"","","",1,"","","","","","","","","","","","","",2,1,"","","","","","",""
email_youtube_marketing_147,open_link,marketing,ind_bdq_digex,youtube_marketing,4,10,1,9996912957,"","",3,"",1,1,3,"","","","","","","","",1,"","",1,"","",1,"","","",1,1,"","","","","","","","","","","","",1,"","","","","",1,"",""
email_podcasting_125,click_on_email,new_course_added,ind_vtz_digex,podcasting,5,8,2,2512284050,"",2,1,"","","",1,1,"",3,"","","","",1,"","","",2,"",1,"",1,"","",1,"","","","","","","","","","","",1,"","","","","","","","","",""
email_podcasting_126,click_on_email,new_course_added,ind_bdq_digex,podcasting,4,11,7,4896182138,1,2,2,"","",1,5,"","","","","",1,"",1,"","",2,1,1,2,1,"",1,"","","","","","","","",1,"","","","","","","","","","","","","","",""
email_podcasting_77,click_on_email,marketing,ind_vtz_digex,podcasting,2,7,4,6465695324,"",3,"","",2,"",1,"","","","","","",1,2,"","","","","","",1,"","","","","","","","","","","",1,"","","","","",1,1,"","","","","","",""
email_email_marketing_44,click_on_email,marketing,ind_bdq_digex,email_marketing,4,6,1,7656483535,1,1,1,"","","","","","","","","","","","","","","",3,"","","","",2,"",1,"","","","","","",1,"","","","","","","","",1,"","","","","",""
email_podcasting_19,click_on_email,new_course_added,ind_bdq_digex,podcasting,5,11,4,121412288,2,1,2,"",1,"","",2,"","","","","","",2,"","",1,2,"",1,1,"","","","","","","",1,"",2,"","","",1,"","","","","",1,"","","","","",""
