campaign_actual_sent_percent,campaign_actual_sent,campaign_sent_positive,campaign_actual_open_percent,campaign_actual_open,campaign_open_positive,campaign_actual_click_percent,campaign_actual_click,campaign_click_positive,campaign_id,course_campaign_name,campaign_agenda,campaign_category,campaign_agenda_sent,campaign_agenda_open,campaign_agenda_click,campaign_agenda_unsubscribe,digital_marketing_team,course_campaign_start_date,course_campaign_end_date,marketing_product,campaign_result_key,campaign_actual_unsubscribe_percent,campaign_actual_unsubscribe,campaign_unsubscribe_positive
83,10,false,36,4,true,66,4,true,9605184559,email_podcasting_137,register_to_course,new_course_added,98,21,12,4,ind_stv_digex,5/4/2022,05/18/2022,podcasting,9605184559_email_podcasting_137,30,4,false
86,13,false,61,8,true,44,4,true,9791923027,email_podcasting_180,click_on_email,new_course_added,100,22,11,3,ind_vtz_digex,5/6/2022,05/20/2022,podcasting,9791923027_email_podcasting_180,12,1,false
85,17,false,60,9,true,72,8,true,1167367030,email_podcasting_177,open_link,new_course_added,100,23,15,3,ind_stv_digex,5/3/2022,05/17/2022,podcasting,1167367030_email_podcasting_177,35,5,false
70,12,false,58,7,true,50,5,true,3670561196,email_podcasting_65,register_to_course,marketing,100,23,14,1,ind_vtz_digex,5/7/2022,05/21/2022,podcasting,3670561196_email_podcasting_65,50,5,false
82,14,false,60,9,true,33,2,true,4822777626,email_podcasting_47,click_on_email,new_course_added,98,23,13,2,ind_stv_digex,5/5/2022,05/19/2022,podcasting,4822777626_email_podcasting_47,18,2,false
79,23,false,48,12,true,58,7,true,5598754908,email_podcasting_157,open_link,new_course_added,100,24,11,4,ind_vtz_digex,5/2/2022,05/16/2022,podcasting,5598754908_email_podcasting_157,16,4,false
83,20,false,57,11,true,27,3,true,6101859819,email_copywriting_154,open_link,marketing,98,24,10,3,ind_vtz_digex,5/4/2022,05/18/2022,copywriting,6101859819_email_copywriting_154,21,3,false
80,16,false,75,9,true,50,6,true,8239249604,email_podcasting_30,open_link,marketing,98,23,15,2,ind_vtz_digex,5/2/2022,05/16/2022,podcasting,8239249604_email_podcasting_30,7,1,false
86,20,false,55,11,true,46,6,true,9705641862,email_youtube_marketing_196,open_link,new_course_added,100,22,13,3,ind_bdq_digex,5/7/2022,05/21/2022,youtube_marketing,9705641862_email_youtube_marketing_196,30,4,false
75,12,false,92,13,true,20,1,true,7857722065,email_podcasting_195,click_on_email,marketing,100,21,15,4,ind_vtz_digex,5/5/2022,05/19/2022,podcasting,7857722065_email_podcasting_195,40,4,false
73,17,false,38,5,true,40,4,true,857489704,email_podcasting_144,register_to_course,new_course_added,98,21,12,3,ind_vtz_digex,5/3/2022,05/17/2022,podcasting,857489704_email_podcasting_144,33,5,false
57,11,false,53,7,true,36,4,true,863028489,email_podcasting_39,open_link,new_course_added,100,24,13,3,ind_vtz_digex,5/7/2022,05/21/2022,podcasting,863028489_email_podcasting_39,5,1,false
76,10,false,91,11,true,16,1,true,8847170966,email_podcasting_133,register_to_course,new_course_added,98,20,13,1,ind_bdq_digex,5/1/2022,05/15/2022,podcasting,8847170966_email_podcasting_133,75,3,false
78,18,false,75,15,true,55,5,true,9088948216,email_google_analytics_71,register_to_course,new_course_added,99,24,13,2,ind_vtz_digex,5/4/2022,05/18/2022,google_analytics,9088948216_email_google_analytics_71,38,5,false
85,18,false,41,7,true,42,3,true,2418599175,email_youtube_marketing_123,register_to_course,new_course_added,98,20,14,3,ind_bdq_digex,5/8/2022,05/22/2022,youtube_marketing,2418599175_email_youtube_marketing_123,28,4,false
74,23,false,56,13,true,50,6,true,6911279666,email_copywriting_1,open_link,marketing,98,22,11,3,ind_del_digex,5/4/2022,05/18/2022,copywriting,6911279666_email_copywriting_1,25,8,false
81,13,false,30,3,true,50,4,true,7587346686,email_youtube_marketing_45,open_link,new_course_added,99,25,15,4,ind_bdq_digex,5/5/2022,05/19/2022,youtube_marketing,7587346686_email_youtube_marketing_45,33,4,false
81,13,false,41,5,true,60,6,true,9858695497,email_podcasting_20,register_to_course,marketing,99,24,13,4,ind_pat_digex,5/8/2022,05/22/2022,podcasting,9858695497_email_podcasting_20,25,2,false
84,16,false,53,7,true,33,3,true,3185354540,email_google_analytics_25,open_link,new_course_added,98,23,15,3,ind_stv_digex,5/8/2022,05/22/2022,google_analytics,3185354540_email_google_analytics_25,7,1,false
70,17,false,82,14,true,50,6,true,4828177396,email_podcasting_159,click_on_email,new_course_added,99,21,13,3,ind_vtz_digex,5/5/2022,05/19/2022,podcasting,4828177396_email_podcasting_159,7,1,false
55,5,false,66,6,true,50,3,true,7247287977,email_copywriting_184,open_link,new_course_added,99,21,15,3,ind_vtz_digex,5/6/2022,05/20/2022,copywriting,7247287977_email_copywriting_184,42,3,false
89,17,false,58,10,true,20,2,true,9935521389,email_podcasting_18,register_to_course,marketing,98,23,15,4,ind_bdq_digex,5/1/2022,05/15/2022,podcasting,9935521389_email_podcasting_18,33,5,false
72,18,false,60,12,true,60,6,true,1711342602,email_marketing_strategy_88,open_link,marketing,98,23,11,4,ind_pat_digex,5/6/2022,05/20/2022,marketing_strategy,1711342602_email_marketing_strategy_88,38,5,false
66,10,false,80,12,true,60,3,true,3114124909,email_podcasting_21,register_to_course,marketing,99,21,14,1,ind_vtz_digex,5/5/2022,05/19/2022,podcasting,3114124909_email_podcasting_21,25,3,false
84,22,false,60,12,true,33,3,true,569530083,email_youtube_marketing_67,open_link,marketing,98,20,14,2,ind_bdq_digex,5/3/2022,05/17/2022,youtube_marketing,569530083_email_youtube_marketing_67,23,4,false
100,18,true,69,9,true,25,2,true,6337056787,email_youtube_marketing_108,click_on_email,marketing,100,23,11,3,ind_stv_digex,5/4/2022,05/18/2022,youtube_marketing,6337056787_email_youtube_marketing_108,16,3,false
77,24,false,50,12,true,37,6,true,6829571820,email_podcasting_149,click_on_email,new_course_added,98,21,10,1,ind_bdq_digex,5/2/2022,05/16/2022,podcasting,6829571820_email_podcasting_149,34,8,false
73,14,false,46,7,true,63,7,true,8532570925,email_podcasting_121,click_on_email,marketing,98,24,10,1,ind_vtz_digex,5/5/2022,05/19/2022,podcasting,8532570925_email_podcasting_121,21,3,false
79,23,false,62,10,true,62,5,true,8546610029,email_email_marketing_126,open_link,marketing,100,24,15,4,ind_vtz_digex,5/3/2022,05/17/2022,email_marketing,8546610029_email_email_marketing_126,22,6,false
61,13,false,73,11,true,36,4,true,8718651100,email_podcasting_96,click_on_email,new_course_added,100,24,15,2,ind_bdq_digex,5/4/2022,05/18/2022,podcasting,8718651100_email_podcasting_96,26,4,false
76,16,false,65,13,true,37,3,true,3185356373,email_podcasting_46,click_on_email,marketing,100,25,15,3,ind_bdq_digex,5/2/2022,05/16/2022,podcasting,3185356373_email_podcasting_46,42,8,false
60,12,false,62,10,true,50,4,true,3211984887,email_youtube_marketing_39,open_link,marketing,98,23,14,3,ind_vtz_digex,5/5/2022,05/19/2022,youtube_marketing,3211984887_email_youtube_marketing_39,26,4,false
75,12,false,50,5,true,50,4,true,6203814717,email_podcasting_25,click_on_email,new_course_added,98,22,10,3,ind_ccu_digex,5/3/2022,05/17/2022,podcasting,6203814717_email_podcasting_25,7,1,false
55,5,false,62,5,true,50,3,true,7764040266,email_podcasting_180,open_link,new_course_added,99,22,11,4,ind_vtz_digex,5/3/2022,05/17/2022,podcasting,7764040266_email_podcasting_180,20,1,false
71,10,false,70,7,true,60,6,true,2753739617,email_podcasting_47,click_on_email,new_course_added,98,20,12,2,ind_vtz_digex,5/7/2022,05/21/2022,podcasting,2753739617_email_podcasting_47,15,2,false
89,17,false,47,8,true,41,5,true,2911349016,email_podcasting_53,click_on_email,marketing,98,24,15,4,ind_vtz_digex,5/6/2022,05/20/2022,podcasting,2911349016_email_podcasting_53,28,4,false
86,19,false,45,9,true,37,3,true,3894168056,email_podcasting_5,open_link,new_course_added,98,25,10,1,ind_vtz_digex,5/7/2022,05/21/2022,podcasting,3894168056_email_podcasting_5,33,4,false
80,16,false,68,11,true,40,4,true,4628233950,email_podcasting_172,open_link,marketing,98,25,11,2,ind_vtz_digex,5/7/2022,05/21/2022,podcasting,4628233950_email_podcasting_172,22,4,false
77,14,false,44,8,true,33,4,true,9058168999,email_email_marketing_175,register_to_course,new_course_added,99,21,13,1,ind_stv_digex,5/2/2022,05/16/2022,email_marketing,9058168999_email_email_marketing_175,28,4,false
72,13,false,68,11,true,66,8,true,4491791961,email_podcasting_46,click_on_email,new_course_added,100,24,10,1,ind_pat_digex,5/3/2022,05/17/2022,podcasting,4491791961_email_podcasting_46,11,2,false
75,15,false,73,14,true,55,5,true,4688653484,email_google_analytics_187,open_link,marketing,98,22,12,1,ind_vtz_digex,5/7/2022,05/21/2022,google_analytics,4688653484_email_google_analytics_187,14,1,false
92,12,false,54,6,true,30,3,true,6945344436,email_podcasting_78,click_on_email,new_course_added,100,23,13,2,ind_bdq_digex,5/5/2022,05/19/2022,podcasting,6945344436_email_podcasting_78,33,5,false
68,11,false,84,11,true,100,4,true,9711293374,email_youtube_marketing_92,open_link,new_course_added,100,23,12,1,ind_bdq_digex,5/5/2022,05/19/2022,youtube_marketing,9711293374_email_youtube_marketing_92,16,2,false
94,16,false,53,7,true,25,2,true,3213348481,email_youtube_marketing_55,register_to_course,new_course_added,100,23,11,2,ind_vtz_digex,5/4/2022,05/18/2022,youtube_marketing,3213348481_email_youtube_marketing_55,27,3,false
80,21,false,60,12,true,50,5,true,7968698138,email_email_marketing_11,register_to_course,new_course_added,99,24,12,3,ind_bdq_digex,5/7/2022,05/21/2022,email_marketing,7968698138_email_email_marketing_11,35,6,false
76,16,false,40,6,true,50,6,true,9016975047,email_podcasting_13,register_to_course,new_course_added,99,24,12,1,ind_vtz_digex,5/4/2022,05/18/2022,podcasting,9016975047_email_podcasting_13,17,3,false
82,19,false,68,13,true,50,6,true,9203960929,email_podcasting_98,click_on_email,marketing,100,25,15,4,ind_bdq_digex,5/8/2022,05/22/2022,podcasting,9203960929_email_podcasting_98,27,5,false
78,11,false,66,8,true,33,2,true,9324140019,email_podcasting_166,open_link,new_course_added,100,21,14,3,ind_bdq_digex,5/8/2022,05/22/2022,podcasting,9324140019_email_podcasting_166,33,2,false
54,12,false,57,11,true,25,3,true,2792677899,email_youtube_marketing_63,open_link,marketing,99,21,11,2,ind_vtz_digex,5/5/2022,05/19/2022,youtube_marketing,2792677899_email_youtube_marketing_63,23,3,false
70,17,false,71,15,true,18,2,true,3276576392,email_podcasting_64,open_link,new_course_added,99,21,13,2,ind_stv_digex,5/4/2022,05/18/2022,podcasting,3276576392_email_podcasting_64,20,3,false
88,16,false,58,10,true,62,5,true,3524814212,email_email_marketing_70,register_to_course,marketing,99,23,14,2,ind_vtz_digex,5/1/2022,05/15/2022,email_marketing,3524814212_email_email_marketing_70,21,3,false
93,14,false,84,11,true,66,6,true,4578237990,email_podcasting_185,click_on_email,new_course_added,98,21,10,3,ind_vtz_digex,5/7/2022,05/21/2022,podcasting,4578237990_email_podcasting_185,16,2,false
82,24,false,48,12,true,53,8,true,9038785402,email_podcasting_30,open_link,marketing,99,25,14,2,ind_vtz_digex,5/4/2022,05/18/2022,podcasting,9038785402_email_podcasting_30,36,7,false
75,9,false,50,4,true,66,4,true,200565176,email_podcasting_169,open_link,new_course_added,99,23,14,3,ind_bdq_digex,5/4/2022,05/18/2022,podcasting,200565176_email_podcasting_169,20,2,false
79,19,false,70,14,true,44,4,true,2226567216,email_copywriting_63,open_link,new_course_added,99,20,10,3,ind_vtz_digex,5/2/2022,05/16/2022,copywriting,2226567216_email_copywriting_63,15,3,false
93,14,false,71,10,true,80,4,true,2445747155,email_youtube_marketing_183,click_on_email,marketing,98,20,10,1,ind_bdq_digex,5/5/2022,05/19/2022,youtube_marketing,2445747155_email_youtube_marketing_183,36,4,false
78,15,false,56,9,true,40,4,true,4352362859,email_podcasting_48,open_link,new_course_added,99,21,15,3,ind_vtz_digex,5/6/2022,05/20/2022,podcasting,4352362859_email_podcasting_48,35,5,false
92,13,false,36,4,true,62,5,true,6351281970,email_email_marketing_77,click_on_email,marketing,99,24,11,1,ind_vtz_digex,5/8/2022,05/22/2022,email_marketing,6351281970_email_email_marketing_77,14,1,false
66,14,false,50,10,true,46,6,true,7305178837,email_email_marketing_174,open_link,new_course_added,98,22,10,4,ind_bdq_digex,5/6/2022,05/20/2022,email_marketing,7305178837_email_email_marketing_174,22,4,false
73,14,false,77,14,true,60,3,true,9870189695,email_podcasting_132,open_link,marketing,100,23,10,1,ind_vtz_digex,5/1/2022,05/15/2022,podcasting,9870189695_email_podcasting_132,10,1,false
78,11,false,50,6,true,50,4,true,40852326,email_copywriting_62,open_link,marketing,98,23,14,1,ind_stv_digex,5/4/2022,05/18/2022,copywriting,40852326_email_copywriting_62,40,4,false
64,9,false,78,11,true,60,3,true,44815042,email_podcasting_57,click_on_email,new_course_added,98,23,15,1,ind_stv_digex,5/2/2022,05/16/2022,podcasting,44815042_email_podcasting_57,20,2,false
78,15,false,46,6,true,44,4,true,4863319053,email_podcasting_79,open_link,new_course_added,98,22,11,1,ind_bdq_digex,5/4/2022,05/18/2022,podcasting,4863319053_email_podcasting_79,35,5,false
81,18,false,45,9,true,36,4,true,2124746170,email_podcasting_145,click_on_email,marketing,99,24,10,1,ind_bdq_digex,5/1/2022,05/15/2022,podcasting,2124746170_email_podcasting_145,5,1,false
78,15,false,75,12,true,62,5,true,2462830928,email_google_analytics_127,register_to_course,marketing,100,23,10,4,ind_pat_digex,5/7/2022,05/21/2022,google_analytics,2462830928_email_google_analytics_127,13,2,false
76,16,false,33,5,true,45,5,true,3377116850,email_podcasting_34,open_link,marketing,98,21,15,4,ind_vtz_digex,5/2/2022,05/16/2022,podcasting,3377116850_email_podcasting_34,22,2,false
86,13,false,80,8,true,22,2,true,3516236787,email_podcasting_190,open_link,new_course_added,99,25,12,4,ind_vtz_digex,5/8/2022,05/22/2022,podcasting,3516236787_email_podcasting_190,30,4,false
70,12,false,64,9,true,50,5,true,433387173,email_podcasting_69,click_on_email,new_course_added,100,20,14,3,ind_vtz_digex,5/3/2022,05/17/2022,podcasting,433387173_email_podcasting_69,40,4,false
70,17,false,73,14,true,66,4,true,4872568370,email_podcasting_194,register_to_course,new_course_added,98,22,15,4,ind_vtz_digex,5/7/2022,05/21/2022,podcasting,4872568370_email_podcasting_194,27,5,false
76,20,false,50,9,true,35,5,true,7146183238,email_youtube_marketing_187,click_on_email,marketing,98,20,12,1,ind_stv_digex,5/3/2022,05/17/2022,youtube_marketing,7146183238_email_youtube_marketing_187,0,0,true
80,16,false,66,10,true,40,4,true,7814542987,email_podcasting_87,click_on_email,marketing,98,20,14,3,ind_vtz_digex,5/4/2022,05/18/2022,podcasting,7814542987_email_podcasting_87,25,6,false
45,5,false,77,7,true,42,3,true,9947497569,email_podcasting_4,click_on_email,marketing,98,22,12,4,ind_vtz_digex,5/2/2022,05/16/2022,podcasting,9947497569_email_podcasting_4,25,2,false
76,13,false,33,5,true,33,3,true,650279557,email_google_analytics_18,open_link,marketing,99,23,10,2,ind_vtz_digex,5/5/2022,05/19/2022,google_analytics,650279557_email_google_analytics_18,37,6,false
100,13,true,66,8,true,83,5,true,7054737741,email_podcasting_198,click_on_email,new_course_added,98,25,10,2,ind_vtz_digex,5/4/2022,05/18/2022,podcasting,7054737741_email_podcasting_198,45,5,false
100,15,true,61,8,true,57,4,true,7217088410,email_youtube_marketing_183,click_on_email,new_course_added,99,25,15,3,ind_pat_digex,5/5/2022,05/19/2022,youtube_marketing,7217088410_email_youtube_marketing_183,45,5,false
80,17,false,58,10,true,60,6,true,7816004478,email_youtube_marketing_24,register_to_course,marketing,98,23,10,1,ind_vtz_digex,5/4/2022,05/18/2022,youtube_marketing,7816004478_email_youtube_marketing_24,25,3,false
92,24,false,62,15,true,45,5,true,8160410689,email_podcasting_60,open_link,marketing,99,21,13,1,ind_myq_digex,5/4/2022,05/18/2022,podcasting,8160410689_email_podcasting_60,19,4,false
80,20,false,50,10,true,40,4,true,2911072340,email_copywriting_125,register_to_course,marketing,100,20,11,4,ind_stv_digex,5/1/2022,05/15/2022,copywriting,2911072340_email_copywriting_125,27,5,false
70,19,false,57,15,true,54,6,true,4239041619,email_email_marketing_118,open_link,new_course_added,98,24,12,1,ind_vtz_digex,5/5/2022,05/19/2022,email_marketing,4239041619_email_email_marketing_118,21,4,false
88,15,false,53,8,true,42,3,true,4963013290,email_youtube_marketing_54,register_to_course,marketing,100,20,12,3,ind_vtz_digex,5/2/2022,05/16/2022,youtube_marketing,4963013290_email_youtube_marketing_54,27,3,false
75,18,false,63,12,true,70,7,true,1106756967,email_podcasting_184,open_link,new_course_added,100,20,11,1,ind_vtz_digex,5/1/2022,05/15/2022,podcasting,1106756967_email_podcasting_184,12,3,false
83,15,false,54,6,true,58,7,true,3268345379,email_podcasting_191,open_link,marketing,100,23,13,3,ind_stv_digex,5/5/2022,05/19/2022,podcasting,3268345379_email_podcasting_191,20,2,false
84,21,false,68,11,true,27,3,true,6556898295,email_podcasting_101,register_to_course,new_course_added,98,20,10,3,ind_vtz_digex,5/7/2022,05/21/2022,podcasting,6556898295_email_podcasting_101,25,4,false
80,21,false,63,12,true,28,4,true,7559346642,email_copywriting_174,open_link,marketing,100,20,12,3,ind_bdq_digex,5/7/2022,05/21/2022,copywriting,7559346642_email_copywriting_174,14,3,false
81,13,false,57,8,true,50,5,true,1688694722,email_podcasting_129,open_link,marketing,100,21,13,3,ind_bdq_digex,5/4/2022,05/18/2022,podcasting,1688694722_email_podcasting_129,25,1,false
80,12,false,71,10,true,57,4,true,669961124,email_podcasting_87,click_on_email,new_course_added,100,23,15,1,ind_vtz_digex,5/3/2022,05/17/2022,podcasting,669961124_email_podcasting_87,12,1,false
76,20,false,65,13,true,53,7,true,7957665853,email_podcasting_155,click_on_email,marketing,100,24,15,3,ind_vtz_digex,5/6/2022,05/20/2022,podcasting,7957665853_email_podcasting_155,14,2,false
93,15,false,63,7,true,40,4,true,1245471465,email_podcasting_50,register_to_course,marketing,99,23,10,2,ind_stv_digex,5/2/2022,05/16/2022,podcasting,1245471465_email_podcasting_50,37,3,false
84,16,false,46,7,true,37,3,true,1586474421,email_youtube_marketing_132,open_link,marketing,98,22,11,1,ind_vtz_digex,5/8/2022,05/22/2022,youtube_marketing,1586474421_email_youtube_marketing_132,12,1,false
81,13,false,72,8,true,50,5,true,5963573025,email_podcasting_92,open_link,new_course_added,100,23,12,2,ind_ccu_digex,5/6/2022,05/20/2022,podcasting,5963573025_email_podcasting_92,30,3,false
73,11,false,77,7,true,50,3,true,7563350462,email_podcasting_189,open_link,marketing,99,21,11,3,ind_bdq_digex,5/6/2022,05/20/2022,podcasting,7563350462_email_podcasting_189,37,3,false
76,10,false,54,6,true,42,3,true,7770960487,email_podcasting_112,click_on_email,marketing,100,20,15,4,ind_vtz_digex,5/4/2022,05/18/2022,podcasting,7770960487_email_podcasting_112,33,3,false
66,8,false,70,7,true,40,2,true,1375100513,email_podcasting_18,open_link,marketing,99,21,14,1,ind_vtz_digex,5/1/2022,05/15/2022,podcasting,1375100513_email_podcasting_18,20,2,false
94,16,false,75,9,true,37,3,true,3224036656,email_podcasting_164,click_on_email,marketing,99,21,12,2,ind_vtz_digex,5/6/2022,05/20/2022,podcasting,3224036656_email_podcasting_164,36,4,false
83,15,false,73,11,true,58,7,true,7238411628,email_podcasting_131,open_link,new_course_added,98,21,15,1,ind_ixc_digex,5/5/2022,05/19/2022,podcasting,7238411628_email_podcasting_131,30,3,false
70,12,false,70,7,true,46,6,true,7288550389,email_youtube_marketing_194,open_link,new_course_added,99,22,12,3,ind_vtz_digex,5/5/2022,05/19/2022,youtube_marketing,7288550389_email_youtube_marketing_194,45,5,false
80,17,false,68,13,true,70,7,true,1435410920,email_google_analytics_132,click_on_email,new_course_added,98,22,12,2,ind_bdq_digex,5/4/2022,05/18/2022,google_analytics,1435410920_email_google_analytics_132,26,5,false
83,15,false,56,9,true,25,2,true,2063983534,email_youtube_marketing_10,open_link,marketing,100,22,15,4,ind_vtz_digex,5/5/2022,05/19/2022,youtube_marketing,2063983534_email_youtube_marketing_10,20,2,false
78,15,false,38,7,true,62,5,true,510340598,email_youtube_marketing_162,open_link,marketing,99,23,10,4,ind_bdq_digex,5/2/2022,05/16/2022,youtube_marketing,510340598_email_youtube_marketing_162,9,1,false
95,19,false,56,9,true,55,5,true,6006294516,email_podcasting_76,click_on_email,marketing,98,21,10,2,ind_stv_digex,5/3/2022,05/17/2022,podcasting,6006294516_email_podcasting_76,25,3,false
71,15,false,56,9,true,40,4,true,2854117603,email_youtube_marketing_86,open_link,new_course_added,98,24,14,2,ind_vtz_digex,5/8/2022,05/22/2022,youtube_marketing,2854117603_email_youtube_marketing_86,37,6,false
66,16,false,61,13,true,46,7,true,3060504261,email_podcasting_116,register_to_course,marketing,98,23,14,3,ind_stv_digex,5/7/2022,05/21/2022,podcasting,3060504261_email_podcasting_116,31,5,false
66,16,false,50,9,true,50,5,true,3402428024,email_youtube_marketing_124,open_link,marketing,100,23,11,1,ind_vtz_digex,5/7/2022,05/21/2022,youtube_marketing,3402428024_email_youtube_marketing_124,23,3,false
83,10,false,75,6,true,40,2,true,3547702631,email_podcasting_170,open_link,new_course_added,98,24,15,3,ind_bdq_digex,5/6/2022,05/20/2022,podcasting,3547702631_email_podcasting_170,25,2,false
66,10,false,69,9,true,60,6,true,4673111281,email_podcasting_178,register_to_course,marketing,99,20,11,3,ind_stv_digex,5/2/2022,05/16/2022,podcasting,4673111281_email_podcasting_178,20,2,false
75,12,false,64,9,true,50,1,true,4980744125,email_youtube_marketing_182,open_link,marketing,100,23,10,1,ind_vtz_digex,5/3/2022,05/17/2022,youtube_marketing,4980744125_email_youtube_marketing_182,14,1,false
80,20,false,70,14,true,50,5,true,9225160704,email_podcasting_28,open_link,new_course_added,99,25,15,4,ind_vtz_digex,5/3/2022,05/17/2022,podcasting,9225160704_email_podcasting_28,28,4,false
83,15,false,38,7,true,60,6,true,4152778601,email_social_media_marketing_193,open_link,marketing,100,25,14,2,ind_vtz_digex,5/7/2022,05/21/2022,social_media_marketing,4152778601_email_social_media_marketing_193,30,4,false
78,11,false,100,11,true,50,2,true,6478315460,email_email_marketing_27,click_on_email,new_course_added,98,25,12,2,ind_vtz_digex,5/1/2022,05/15/2022,email_marketing,6478315460_email_email_marketing_27,9,1,false
100,20,true,57,11,true,60,6,true,1134471785,email_marketing_strategy_139,click_on_email,marketing,99,25,10,2,ind_bdq_digex,5/3/2022,05/17/2022,marketing_strategy,1134471785_email_marketing_strategy_139,21,5,false
78,11,false,46,6,true,20,1,true,319108511,email_podcasting_153,open_link,new_course_added,98,23,11,2,ind_vtz_digex,5/5/2022,05/19/2022,podcasting,319108511_email_podcasting_153,8,1,false
81,18,false,76,13,true,40,4,true,6274383743,email_youtube_marketing_10,click_on_email,marketing,98,22,15,3,ind_pat_digex,5/7/2022,05/21/2022,youtube_marketing,6274383743_email_youtube_marketing_10,31,5,false
76,16,false,70,12,true,44,4,true,7068928110,email_podcasting_170,open_link,marketing,99,24,15,4,ind_vtz_digex,5/5/2022,05/19/2022,podcasting,7068928110_email_podcasting_170,22,4,false
76,16,false,66,10,true,37,3,true,7289432452,email_copywriting_28,open_link,marketing,99,21,15,3,ind_bdq_digex,5/4/2022,05/18/2022,copywriting,7289432452_email_copywriting_28,25,3,false
76,16,false,72,13,true,16,2,true,7466408923,email_youtube_marketing_60,click_on_email,new_course_added,99,22,11,3,ind_vtz_digex,5/7/2022,05/21/2022,youtube_marketing,7466408923_email_youtube_marketing_60,33,4,false
90,10,false,66,6,true,50,3,true,8638605811,email_podcasting_168,register_to_course,marketing,99,22,15,2,ind_pat_digex,5/1/2022,05/15/2022,podcasting,8638605811_email_podcasting_168,33,2,false
86,20,false,42,9,true,66,6,true,9189086287,email_youtube_marketing_41,open_link,marketing,100,25,12,1,ind_bdq_digex,5/5/2022,05/19/2022,youtube_marketing,9189086287_email_youtube_marketing_41,41,5,false
85,17,false,84,11,true,83,5,true,1795475986,email_youtube_marketing_72,register_to_course,marketing,99,23,14,3,ind_stv_digex,5/4/2022,05/18/2022,youtube_marketing,1795475986_email_youtube_marketing_72,33,6,false
75,21,false,73,14,true,35,6,true,2475942177,email_podcasting_154,open_link,marketing,99,24,12,3,ind_vtz_digex,5/1/2022,05/15/2022,podcasting,2475942177_email_podcasting_154,22,5,false
69,16,false,57,11,true,77,7,true,3208628129,email_youtube_marketing_155,click_on_email,new_course_added,98,23,12,1,ind_vtz_digex,5/2/2022,05/16/2022,youtube_marketing,3208628129_email_youtube_marketing_155,7,1,false
85,17,false,57,8,true,55,5,true,4253975062,email_youtube_marketing_46,register_to_course,new_course_added,100,21,14,3,ind_vtz_digex,5/6/2022,05/20/2022,youtube_marketing,4253975062_email_youtube_marketing_46,46,6,false
85,12,false,80,8,true,57,4,true,4609151103,email_podcasting_117,register_to_course,marketing,99,24,13,3,ind_bdq_digex,5/8/2022,05/22/2022,podcasting,4609151103_email_podcasting_117,18,2,false
92,13,false,25,3,true,16,1,true,6451262757,email_podcasting_158,open_link,marketing,100,24,11,3,ind_bdq_digex,5/2/2022,05/16/2022,podcasting,6451262757_email_podcasting_158,18,2,false
80,16,false,68,11,true,20,1,true,8645731029,email_copywriting_190,open_link,new_course_added,100,21,11,3,ind_vtz_digex,5/1/2022,05/15/2022,copywriting,8645731029_email_copywriting_190,7,1,false
81,9,false,37,3,true,40,2,true,9459975917,email_internet_marketing_61,click_on_email,marketing,98,23,15,3,ind_bdq_digex,5/5/2022,05/19/2022,internet_marketing,9459975917_email_internet_marketing_61,14,1,false
85,17,false,70,12,true,85,6,true,1457568276,email_copywriting_186,open_link,new_course_added,99,25,11,4,ind_myq_digex,5/1/2022,05/15/2022,copywriting,1457568276_email_copywriting_186,33,3,false
86,20,false,64,11,true,80,12,true,2330900627,email_podcasting_197,open_link,marketing,100,22,11,4,ind_stv_digex,5/8/2022,05/22/2022,podcasting,2330900627_email_podcasting_197,60,6,false
76,10,false,33,3,true,66,4,true,6182439130,email_youtube_marketing_118,click_on_email,new_course_added,99,21,10,1,ind_vtz_digex,5/2/2022,05/16/2022,youtube_marketing,6182439130_email_youtube_marketing_118,0,0,true
84,16,false,62,10,true,45,5,true,7344913755,email_youtube_marketing_84,open_link,new_course_added,100,23,14,2,ind_bdq_digex,5/1/2022,05/15/2022,youtube_marketing,7344913755_email_youtube_marketing_84,30,3,false
78,15,false,50,7,true,66,4,true,8254382123,email_youtube_marketing_36,open_link,marketing,98,25,14,3,ind_bdq_digex,5/7/2022,05/21/2022,youtube_marketing,8254382123_email_youtube_marketing_36,25,3,false
70,14,false,88,16,true,20,2,true,1688100415,email_youtube_marketing_99,open_link,marketing,99,22,10,3,ind_vtz_digex,5/5/2022,05/19/2022,youtube_marketing,1688100415_email_youtube_marketing_99,11,1,false
66,10,false,63,7,true,44,4,true,3897419106,email_google_analytics_79,open_link,marketing,98,20,13,3,ind_ccu_digex,5/7/2022,05/21/2022,google_analytics,3897419106_email_google_analytics_79,7,1,false
68,15,false,38,7,true,55,5,true,4429264139,email_youtube_marketing_8,click_on_email,marketing,100,20,10,3,ind_pat_digex,5/4/2022,05/18/2022,youtube_marketing,4429264139_email_youtube_marketing_8,29,5,false
77,14,false,46,7,true,28,2,true,4586118490,email_google_analytics_160,register_to_course,marketing,98,23,14,4,ind_vtz_digex,5/8/2022,05/22/2022,google_analytics,4586118490_email_google_analytics_160,16,2,false
75,12,false,38,5,true,70,7,true,4993271395,email_copywriting_170,register_to_course,new_course_added,99,22,10,1,ind_bdq_digex,5/8/2022,05/22/2022,copywriting,4993271395_email_copywriting_170,14,2,false
